name,date,fight_id,win/loss,method,body,body_attempts,clinch,clinch_attempts,distance,distance_attempts,ground,ground_attempts,head,head_attempts,knockdowns,leg,leg_attempts,location,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title
Jim Miller,"March 07, 2009",3234,L,Decision,7,12,5,7,20,93,0,0,9,79,0,9,9,"Columbus, Ohio, USA",0,Dan Miragliotta,0,3,100,25,104,28,1,0,8,UFC 96: Jackson vs Jardine
Tamdan McCrory,"March 07, 2009",3235,W,KO/TKO,0,0,0,0,1,2,11,21,12,23,0,0,0,"Columbus, Ohio, USA",5,Yves Lavigne,0,1,23,12,33,20,0,1,1,UFC 96: Jackson vs Jardine
Ryan Madigan,"March 07, 2009",3235,L,KO/TKO,0,0,0,0,0,2,0,0,0,1,0,0,1,"Columbus, Ohio, USA",0,Yves Lavigne,0,1,2,0,20,15,0,0,0,UFC 96: Jackson vs Jardine
Kendall Grove,"March 07, 2009",3236,W,KO/TKO,1,3,1,4,5,17,4,4,8,20,1,1,2,"Columbus, Ohio, USA",0,Rick Fike,0,1,25,10,26,11,0,0,0,UFC 96: Jackson vs Jardine
Jason Day,"March 07, 2009",3236,L,KO/TKO,0,1,3,10,3,15,0,0,4,22,0,2,2,"Columbus, Ohio, USA",0,Rick Fike,0,1,25,6,25,6,0,0,0,UFC 96: Jackson vs Jardine
Jason Brilz,"March 07, 2009",3237,W,Decision,7,9,16,21,9,66,9,16,16,80,0,11,14,"Columbus, Ohio, USA",6,Dan Miragliotta,0,3,103,34,183,107,1,4,8,UFC 96: Jackson vs Jardine
Tim Boetsch,"March 07, 2009",3237,L,Decision,3,3,6,7,21,58,0,0,22,60,0,2,2,"Columbus, Ohio, USA",0,Dan Miragliotta,0,3,65,27,70,31,0,0,0,UFC 96: Jackson vs Jardine
Brandon Vera,"March 07, 2009",3238,W,KO/TKO,2,4,0,0,32,75,0,0,11,49,2,19,22,"Columbus, Ohio, USA",0,Yves Lavigne,0,2,75,32,75,32,0,0,0,UFC 96: Jackson vs Jardine
Michael Patt,"March 07, 2009",3238,L,KO/TKO,0,0,0,0,5,28,0,0,3,25,0,2,3,"Columbus, Ohio, USA",0,Yves Lavigne,0,2,28,5,28,5,0,0,0,UFC 96: Jackson vs Jardine
Shane Nelson,"March 07, 2009",3239,W,KO/TKO,1,1,0,1,2,6,3,5,4,10,1,0,1,"Columbus, Ohio, USA",0,Rick Fike,0,1,12,5,12,5,0,0,0,UFC 96: Jackson vs Jardine
Aaron Riley,"March 07, 2009",3239,L,KO/TKO,1,1,0,0,4,9,0,0,0,5,0,3,3,"Columbus, Ohio, USA",0,Rick Fike,0,1,9,4,9,4,0,0,0,UFC 96: Jackson vs Jardine
Diego Sanchez,"February 21, 2009",3240,W,Decision,16,23,2,6,89,187,0,0,75,170,0,0,0,"London, England, United Kingdom",1,Dan Miragliotta,0,3,193,91,193,91,1,1,4,UFC 95: Sanchez vs Stevenson
Joe Stevenson,"February 21, 2009",3240,L,Decision,6,9,5,10,35,134,1,1,34,135,0,1,1,"London, England, United Kingdom",0,Dan Miragliotta,1,3,145,41,147,43,1,0,4,UFC 95: Sanchez vs Stevenson
Dan Hardy,"February 21, 2009",3241,W,KO/TKO,0,0,0,0,4,11,1,1,3,9,1,2,3,"London, England, United Kingdom",0,Kevin Mulhall,0,1,12,5,12,5,0,0,0,UFC 95: Sanchez vs Stevenson
Rory Markham,"February 21, 2009",3241,L,KO/TKO,0,0,0,0,2,7,0,0,2,6,0,0,1,"London, England, United Kingdom",0,Kevin Mulhall,0,1,7,2,7,2,0,0,0,UFC 95: Sanchez vs Stevenson
Nate Marquardt,"February 21, 2009",3242,W,KO/TKO,16,16,16,22,38,63,13,17,37,69,1,14,17,"London, England, United Kingdom",1,Leon Roberts,0,3,102,67,114,79,1,2,6,UFC 95: Sanchez vs Stevenson
Wilson Gouveia,"February 21, 2009",3242,L,KO/TKO,1,1,0,5,15,68,1,1,12,68,0,3,5,"London, England, United Kingdom",0,Leon Roberts,0,3,74,16,78,20,1,0,0,UFC 95: Sanchez vs Stevenson
Demian Maia,"February 21, 2009",3243,W,Submission,1,3,0,1,5,15,1,1,5,14,0,0,0,"London, England, United Kingdom",1,Dan Miragliotta,0,1,17,6,17,6,1,1,4,UFC 95: Sanchez vs Stevenson
Chael Sonnen,"February 21, 2009",3243,L,Submission,1,1,0,0,7,21,1,3,5,20,0,2,3,"London, England, United Kingdom",0,Dan Miragliotta,0,1,24,8,34,18,0,0,0,UFC 95: Sanchez vs Stevenson
Paulo Thiago,"February 21, 2009",3244,W,KO/TKO,1,1,0,0,7,24,0,0,4,21,1,2,2,"London, England, United Kingdom",0,Marc Goddard,0,1,24,7,24,7,0,0,0,UFC 95: Sanchez vs Stevenson
Josh Koscheck,"February 21, 2009",3244,L,KO/TKO,0,0,0,0,8,29,0,0,6,27,0,2,2,"London, England, United Kingdom",0,Marc Goddard,0,1,29,8,29,8,0,0,0,UFC 95: Sanchez vs Stevenson
Terry Etim,"February 21, 2009",3245,W,KO/TKO,1,2,0,0,17,39,2,4,8,30,1,10,11,"London, England, United Kingdom",0,Kevin Mulhall,0,2,43,19,43,19,0,1,1,UFC 95: Sanchez vs Stevenson
Brian Cobb,"February 21, 2009",3245,L,KO/TKO,0,1,0,0,0,13,0,0,0,12,0,0,0,"London, England, United Kingdom",0,Kevin Mulhall,0,2,13,0,86,70,0,2,4,UFC 95: Sanchez vs Stevenson
Junior Dos Santos,"February 21, 2009",3246,W,KO/TKO,2,3,4,7,6,8,2,3,9,14,2,1,1,"London, England, United Kingdom",0,Dan Miragliotta,0,1,18,12,18,12,0,0,0,UFC 95: Sanchez vs Stevenson
Stefan Struve,"February 21, 2009",3246,L,KO/TKO,0,0,0,0,0,1,0,0,0,1,0,0,0,"London, England, United Kingdom",0,Dan Miragliotta,0,1,1,0,1,0,0,0,0,UFC 95: Sanchez vs Stevenson
Evan Dunham,"February 21, 2009",3247,W,KO/TKO,0,0,0,0,7,18,6,9,13,27,1,0,0,"London, England, United Kingdom",0,Marc Goddard,0,1,27,13,28,14,1,0,0,UFC 95: Sanchez vs Stevenson
Per Eklund,"February 21, 2009",3247,L,KO/TKO,3,3,0,0,8,12,1,1,5,9,0,1,1,"London, England, United Kingdom",0,Marc Goddard,0,1,13,9,18,14,1,1,1,UFC 95: Sanchez vs Stevenson
Mike Ciesnolevicz,"February 21, 2009",3248,W,Submission,0,0,0,0,0,0,0,0,0,0,0,0,0,"London, England, United Kingdom",0,Leon Roberts,0,1,0,0,0,0,2,0,1,UFC 95: Sanchez vs Stevenson
Neil Grove,"February 21, 2009",3248,L,Submission,0,0,0,0,0,3,0,0,0,3,0,0,0,"London, England, United Kingdom",1,Leon Roberts,0,1,3,0,6,2,1,0,0,UFC 95: Sanchez vs Stevenson
Paul Kelly,"February 21, 2009",3249,W,Decision,16,19,22,40,34,113,15,37,43,157,0,12,14,"London, England, United Kingdom",0,Kevin Mulhall,1,3,190,71,327,192,0,2,6,UFC 95: Sanchez vs Stevenson
Troy Mandaloniz,"February 21, 2009",3249,L,Decision,4,7,9,19,26,56,3,7,31,71,1,3,4,"London, England, United Kingdom",5,Kevin Mulhall,0,3,82,38,88,44,0,4,4,UFC 95: Sanchez vs Stevenson
Joe Lauzon,"February 07, 2009",3250,W,Submission,1,1,1,2,2,6,8,9,10,16,0,0,0,"Tampa, Florida, USA",9,Troy Waugh,1,2,17,11,38,32,4,2,2,UFC Fight Night: Lauzon vs Stephens
Jeremy Stephens,"February 07, 2009",3250,L,Submission,2,2,2,2,4,13,9,22,12,33,0,1,2,"Tampa, Florida, USA",1,Troy Waugh,1,2,37,15,47,25,0,1,1,UFC Fight Night: Lauzon vs Stephens
Cain Velasquez,"February 07, 2009",3251,W,KO/TKO,17,19,48,61,30,67,10,12,47,97,0,24,24,"Tampa, Florida, USA",1,Jorge Ortiz,0,2,140,88,183,124,0,1,4,UFC Fight Night: Lauzon vs Stephens
Denis Stojnic,"February 07, 2009",3251,L,KO/TKO,0,0,3,5,4,34,0,0,5,36,0,2,3,"Tampa, Florida, USA",0,Jorge Ortiz,0,2,39,7,41,8,1,0,0,UFC Fight Night: Lauzon vs Stephens
Josh Neer,"February 07, 2009",3252,W,Submission,12,15,22,36,12,41,12,19,29,76,0,5,5,"Tampa, Florida, USA",1,Jorge Alonso,0,2,96,46,119,68,3,0,0,UFC Fight Night: Lauzon vs Stephens
Mac Danzig,"February 07, 2009",3252,L,Submission,7,9,11,15,20,44,2,7,23,53,1,3,4,"Tampa, Florida, USA",1,Jorge Alonso,1,2,66,33,100,62,0,0,1,UFC Fight Night: Lauzon vs Stephens
Anthony Johnson,"February 07, 2009",3253,W,KO/TKO,2,5,4,4,12,38,5,5,10,30,1,9,12,"Tampa, Florida, USA",0,Troy Waugh,0,1,47,21,62,32,0,0,0,UFC Fight Night: Lauzon vs Stephens
Luigi Fioravanti,"February 07, 2009",3253,L,KO/TKO,2,3,1,2,11,21,0,0,6,13,0,4,7,"Tampa, Florida, USA",0,Troy Waugh,0,1,23,12,24,13,0,0,1,UFC Fight Night: Lauzon vs Stephens
Kurt Pellegrino,"February 07, 2009",3254,W,Submission,4,6,1,1,12,54,3,3,10,49,0,2,3,"Tampa, Florida, USA",3,Jorge Ortiz,0,2,58,16,69,27,1,1,5,UFC Fight Night: Lauzon vs Stephens
Rob Emerson,"February 07, 2009",3254,L,Submission,1,2,1,1,17,68,3,8,13,67,0,7,8,"Tampa, Florida, USA",0,Jorge Ortiz,0,2,77,21,80,24,0,2,5,UFC Fight Night: Lauzon vs Stephens
Dan Miller,"February 07, 2009",3255,W,Submission,0,0,1,1,0,4,1,1,2,6,0,0,0,"Tampa, Florida, USA",0,Jorge Alonso,1,1,6,2,8,4,2,0,0,UFC Fight Night: Lauzon vs Stephens
Jake Rosholt,"February 07, 2009",3255,L,Submission,0,0,0,0,1,2,1,2,2,4,0,0,0,"Tampa, Florida, USA",0,Jorge Alonso,0,1,4,2,7,5,0,1,2,UFC Fight Night: Lauzon vs Stephens
Matt Veach,"February 07, 2009",3256,W,KO/TKO,0,1,5,10,5,13,2,6,11,27,1,1,1,"Tampa, Florida, USA",0,Troy Waugh,0,1,29,12,40,22,0,1,3,UFC Fight Night: Lauzon vs Stephens
Matt Grice,"February 07, 2009",3256,L,KO/TKO,2,2,9,15,6,15,14,18,26,45,1,1,1,"Tampa, Florida, USA",2,Troy Waugh,0,1,48,29,72,51,1,0,0,UFC Fight Night: Lauzon vs Stephens
Gleison Tibau,"February 07, 2009",3257,W,Submission,0,0,3,4,2,2,2,4,5,8,0,2,2,"Tampa, Florida, USA",5,Jorge Ortiz,0,1,10,7,26,22,1,2,3,UFC Fight Night: Lauzon vs Stephens
Rich Clementi,"February 07, 2009",3257,L,Submission,1,2,1,3,0,6,0,0,0,6,0,0,1,"Tampa, Florida, USA",0,Jorge Ortiz,0,1,9,1,10,2,0,0,1,UFC Fight Night: Lauzon vs Stephens
Nick Catone,"February 07, 2009",3258,W,Submission,0,0,3,4,1,1,17,19,21,24,0,0,0,"Tampa, Florida, USA",4,Jorge Alonso,0,2,24,21,67,62,2,4,4,UFC Fight Night: Lauzon vs Stephens
Derek Downey,"February 07, 2009",3258,L,Submission,2,2,2,2,0,0,0,0,0,0,0,0,0,"Tampa, Florida, USA",0,Jorge Alonso,0,2,2,2,2,2,0,1,6,UFC Fight Night: Lauzon vs Stephens
Matthew Riddle,"February 07, 2009",3259,W,Decision,24,29,17,25,3,19,28,37,18,45,0,6,7,"Tampa, Florida, USA",7,Troy Waugh,0,3,81,48,321,276,0,4,7,UFC Fight Night: Lauzon vs Stephens
Steve Bruno,"February 07, 2009",3259,L,Decision,1,3,4,8,18,27,0,0,11,18,0,10,14,"Tampa, Florida, USA",0,Troy Waugh,0,3,35,22,53,40,0,1,1,UFC Fight Night: Lauzon vs Stephens
Georges St-Pierre,"January 31, 2009",3260,W,KO/TKO,28,32,23,28,30,43,39,51,51,75,0,13,15,"Las Vegas, Nevada, USA",10,Herb Dean,0,4,122,92,358,310,0,4,7,UFC 94: St-Pierre vs Penn 2
BJ Penn,"January 31, 2009",3260,L,KO/TKO,4,5,8,10,8,27,0,0,8,28,0,4,4,"Las Vegas, Nevada, USA",0,Herb Dean,0,4,37,16,85,63,0,0,1,UFC 94: St-Pierre vs Penn 2
Lyoto Machida,"January 31, 2009",3261,W,KO/TKO,4,5,2,2,10,20,12,18,16,29,2,4,6,"Las Vegas, Nevada, USA",1,Yves Lavigne,0,1,40,24,48,32,0,2,3,UFC 94: St-Pierre vs Penn 2
Thiago Silva,"January 31, 2009",3261,L,KO/TKO,1,5,2,2,0,8,0,0,1,5,0,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,10,2,28,19,0,0,2,UFC 94: St-Pierre vs Penn 2
Jon Jones,"January 31, 2009",3262,W,Decision,16,22,22,27,13,23,10,12,24,35,1,5,5,"Las Vegas, Nevada, USA",4,Steve Mazzagatti,0,3,62,45,89,70,0,7,10,UFC 94: St-Pierre vs Penn 2
Stephan Bonnar,"January 31, 2009",3262,L,Decision,10,13,28,36,8,39,1,1,15,46,0,12,17,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,3,76,37,114,74,0,0,2,UFC 94: St-Pierre vs Penn 2
Karo Parisyan,"January 31, 2009",3263,NC,Overturned,1,1,15,20,7,25,2,2,13,34,0,10,12,"Las Vegas, Nevada, USA",1,Josh Rosenthal,0,3,47,24,70,46,1,2,12,UFC 94: St-Pierre vs Penn 2
Dong Hyun Kim,"January 31, 2009",3263,NC,Overturned,3,3,16,17,1,16,2,2,5,20,0,11,12,"Las Vegas, Nevada, USA",2,Josh Rosenthal,0,3,35,19,64,47,2,2,6,UFC 94: St-Pierre vs Penn 2
Clay Guida,"January 31, 2009",3264,W,Decision,4,9,19,29,21,57,9,13,15,59,0,30,31,"Las Vegas, Nevada, USA",2,Yves Lavigne,0,3,99,49,127,75,1,4,11,UFC 94: St-Pierre vs Penn 2
Nate Diaz,"January 31, 2009",3264,L,Decision,7,11,12,17,36,117,1,1,39,120,0,3,4,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,3,135,49,158,70,0,0,8,UFC 94: St-Pierre vs Penn 2
Jon Fitch,"January 31, 2009",3265,W,Decision,18,22,16,20,11,27,13,23,15,40,0,7,8,"Las Vegas, Nevada, USA",4,Steve Mazzagatti,0,3,70,40,232,174,2,4,7,UFC 94: St-Pierre vs Penn 2
Akihiro Gono,"January 31, 2009",3265,L,Decision,3,6,2,3,4,15,1,2,1,10,0,3,4,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,1,3,20,7,32,18,0,0,0,UFC 94: St-Pierre vs Penn 2
Thiago Tavares,"January 31, 2009",3266,W,Decision,3,4,1,3,17,44,9,17,24,60,0,0,0,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,3,64,27,115,70,0,3,7,UFC 94: St-Pierre vs Penn 2
Manvel Gamburyan,"January 31, 2009",3266,L,Decision,3,4,3,4,18,71,5,11,18,76,0,5,6,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,3,86,26,129,66,1,1,5,UFC 94: St-Pierre vs Penn 2
John Howard,"January 31, 2009",3267,W,Decision,4,4,2,4,10,24,9,13,13,32,0,4,5,"Las Vegas, Nevada, USA",3,Herb Dean,1,3,41,21,106,80,2,7,7,UFC 94: St-Pierre vs Penn 2
Chris Wilson,"January 31, 2009",3267,L,Decision,19,24,6,10,23,49,16,23,18,47,0,8,11,"Las Vegas, Nevada, USA",0,Herb Dean,1,3,82,45,107,67,2,2,6,UFC 94: St-Pierre vs Penn 2
Jake O'Brien,"January 31, 2009",3268,W,Decision,0,0,5,9,17,67,3,8,25,84,1,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,3,84,25,122,61,0,9,11,UFC 94: St-Pierre vs Penn 2
Christian Wellisch,"January 31, 2009",3268,L,Decision,3,4,2,7,44,172,0,0,31,158,0,12,17,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,3,179,46,200,67,0,0,1,UFC 94: St-Pierre vs Penn 2
Dan Cramer,"January 31, 2009",3269,W,Decision,1,1,0,0,2,3,22,65,22,66,0,1,1,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,2,3,68,24,90,38,0,0,0,UFC 94: St-Pierre vs Penn 2
Matt Arroyo,"January 31, 2009",3269,L,Decision,4,5,0,2,4,11,12,12,10,18,0,2,2,"Las Vegas, Nevada, USA",2,Steve Mazzagatti,0,3,25,16,164,148,5,2,5,UFC 94: St-Pierre vs Penn 2
Dan Henderson,"January 17, 2009",3270,W,Decision,3,5,4,8,21,59,11,21,18,64,0,15,19,"Dublin, Leinster, Ireland",2,Dan Miragliotta,0,3,88,36,96,43,0,4,6,UFC 93: Franklin vs Henderson
Rich Franklin,"January 17, 2009",3270,L,Decision,22,27,8,13,31,82,0,1,14,66,0,3,3,"Dublin, Leinster, Ireland",0,Dan Miragliotta,0,3,96,39,106,47,0,0,0,UFC 93: Franklin vs Henderson
Mauricio Rua,"January 17, 2009",3271,W,KO/TKO,19,21,17,23,39,72,6,7,34,69,2,9,12,"Dublin, Leinster, Ireland",1,Kevin Mulhall,0,3,102,62,148,106,2,1,2,UFC 93: Franklin vs Henderson
Mark Coleman,"January 17, 2009",3271,L,KO/TKO,4,4,7,7,12,45,12,17,26,64,0,1,1,"Dublin, Leinster, Ireland",1,Kevin Mulhall,0,3,69,31,113,71,0,7,9,UFC 93: Franklin vs Henderson
Rousimar Palhares,"January 17, 2009",3272,W,Decision,1,3,1,2,5,14,12,19,17,32,0,0,0,"Dublin, Leinster, Ireland",9,Leon Roberts,0,3,35,18,168,124,0,7,10,UFC 93: Franklin vs Henderson
Jeremy Horn,"January 17, 2009",3272,L,Decision,1,1,0,3,6,31,1,2,5,34,0,1,1,"Dublin, Leinster, Ireland",2,Leon Roberts,0,3,36,7,51,22,1,1,1,UFC 93: Franklin vs Henderson
Alan Belcher,"January 17, 2009",3273,W,Submission,2,5,1,1,8,27,0,0,3,19,0,4,4,"Dublin, Leinster, Ireland",0,Dan Miragliotta,0,2,28,9,28,9,1,0,0,UFC 93: Franklin vs Henderson
Denis Kang,"January 17, 2009",3273,L,Submission,7,8,3,4,16,39,7,12,17,45,0,2,2,"Dublin, Leinster, Ireland",5,Dan Miragliotta,0,2,55,26,85,54,1,3,5,UFC 93: Franklin vs Henderson
Marcus Davis,"January 17, 2009",3274,W,Decision,27,40,6,12,53,154,0,0,29,122,0,3,4,"Dublin, Leinster, Ireland",0,Marc Goddard,0,3,166,59,180,73,0,0,1,UFC 93: Franklin vs Henderson
Chris Lytle,"January 17, 2009",3274,L,Decision,14,19,15,31,58,167,0,0,34,150,0,25,29,"Dublin, Leinster, Ireland",0,Marc Goddard,0,3,198,73,216,91,0,0,0,UFC 93: Franklin vs Henderson
John Hathaway,"January 17, 2009",3275,W,KO/TKO,2,2,2,2,2,3,14,31,14,32,0,2,2,"Dublin, Leinster, Ireland",3,Marc Goddard,0,1,36,18,61,41,0,5,7,UFC 93: Franklin vs Henderson
Tom Egan,"January 17, 2009",3275,L,KO/TKO,0,0,0,0,0,1,0,0,0,1,0,0,0,"Dublin, Leinster, Ireland",0,Marc Goddard,0,1,1,0,16,15,0,0,0,UFC 93: Franklin vs Henderson
Martin Kampmann,"January 17, 2009",3276,W,KO/TKO,6,9,6,10,4,16,23,26,26,42,1,1,1,"Dublin, Leinster, Ireland",3,Kevin Mulhall,0,2,52,33,71,51,2,0,1,UFC 93: Franklin vs Henderson
Alexandre Barros,"January 17, 2009",3276,L,KO/TKO,1,1,3,3,4,15,1,2,1,12,0,6,7,"Dublin, Leinster, Ireland",1,Kevin Mulhall,0,2,20,8,25,13,0,1,2,UFC 93: Franklin vs Henderson
Eric Schafer,"January 17, 2009",3277,W,KO/TKO,0,0,0,0,0,0,22,30,22,30,0,0,0,"Dublin, Leinster, Ireland",3,Dan Miragliotta,1,1,30,22,67,59,0,0,1,UFC 93: Franklin vs Henderson
Antonio Mendes,"January 17, 2009",3277,L,KO/TKO,0,0,0,0,2,4,1,1,2,4,0,1,1,"Dublin, Leinster, Ireland",0,Dan Miragliotta,0,1,5,3,11,9,0,0,0,UFC 93: Franklin vs Henderson
Tomasz Drwal,"January 17, 2009",3278,W,KO/TKO,1,1,2,5,5,8,7,9,11,19,0,2,2,"Dublin, Leinster, Ireland",0,Leon Roberts,0,1,22,14,24,16,0,1,1,UFC 93: Franklin vs Henderson
Ivan Serati,"January 17, 2009",3278,L,KO/TKO,0,0,2,7,1,4,0,0,2,10,0,1,1,"Dublin, Leinster, Ireland",0,Leon Roberts,0,1,11,3,13,4,0,0,2,UFC 93: Franklin vs Henderson
Dennis Siver,"January 17, 2009",3279,W,KO/TKO,2,9,6,9,42,181,0,0,28,159,1,18,22,"Dublin, Leinster, Ireland",0,Kevin Mulhall,0,3,190,48,200,57,0,0,1,UFC 93: Franklin vs Henderson
Nate Mohr,"January 17, 2009",3279,L,KO/TKO,10,13,2,2,42,92,4,8,17,63,0,21,26,"Dublin, Leinster, Ireland",1,Kevin Mulhall,0,3,102,48,125,68,0,1,2,UFC 93: Franklin vs Henderson
Rashad Evans,"December 27, 2008",3280,W,KO/TKO,1,2,0,0,24,64,25,39,44,96,0,4,5,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,0,3,103,49,105,51,0,1,1,UFC 92: The Ultimate 2008
Forrest Griffin,"December 27, 2008",3280,L,KO/TKO,10,17,6,8,44,141,0,0,16,100,0,24,32,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,3,149,50,151,51,0,0,0,UFC 92: The Ultimate 2008
Frank Mir,"December 27, 2008",3281,W,KO/TKO,2,3,2,3,25,79,10,19,30,91,3,5,7,"Las Vegas, Nevada, USA",0,Herb Dean,0,2,101,37,106,40,0,1,1,UFC 92: The Ultimate 2008
Minotauro Nogueira,"December 27, 2008",3281,L,KO/TKO,0,1,0,1,9,35,1,2,8,35,0,2,2,"Las Vegas, Nevada, USA",0,Herb Dean,0,2,38,10,43,15,0,0,0,UFC 92: The Ultimate 2008
CB Dollaway,"December 27, 2008",3282,W,KO/TKO,1,3,0,2,3,8,6,9,8,16,0,0,0,"Las Vegas, Nevada, USA",2,Yves Lavigne,0,1,19,9,40,29,0,1,1,UFC 92: The Ultimate 2008
Mike Massenzio,"December 27, 2008",3282,L,KO/TKO,0,0,0,0,3,6,0,0,3,6,1,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,6,3,12,8,2,0,0,UFC 92: The Ultimate 2008
Rampage Jackson,"December 27, 2008",3283,W,KO/TKO,0,0,0,0,9,18,2,2,10,19,1,1,1,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,20,11,20,11,0,0,1,UFC 92: The Ultimate 2008
Wanderlei Silva,"December 27, 2008",3283,L,KO/TKO,0,0,1,1,6,25,0,0,4,21,0,3,5,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,26,7,26,7,0,0,0,UFC 92: The Ultimate 2008
Cheick Kongo,"December 27, 2008",3284,W,KO/TKO,2,2,6,6,6,11,22,27,23,32,1,9,10,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,1,44,34,84,73,0,1,1,UFC 92: The Ultimate 2008
Mostapha Al-Turk,"December 27, 2008",3284,L,KO/TKO,1,2,3,4,1,5,0,0,0,4,0,3,3,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,1,9,4,12,7,0,0,7,UFC 92: The Ultimate 2008
Yushin Okami,"December 27, 2008",3285,W,Decision,6,6,6,6,16,44,17,27,32,70,0,1,1,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,77,39,117,77,0,0,0,UFC 92: The Ultimate 2008
Dean Lister,"December 27, 2008",3285,L,Decision,0,1,0,3,6,36,0,0,2,33,0,4,5,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,39,6,52,17,0,0,11,UFC 92: The Ultimate 2008
Antoni Hardonk,"December 27, 2008",3286,W,KO/TKO,8,8,17,21,4,11,25,27,34,46,0,4,5,"Las Vegas, Nevada, USA",1,Yves Lavigne,1,2,59,46,70,56,2,0,0,UFC 92: The Ultimate 2008
Mike Wessel,"December 27, 2008",3286,L,KO/TKO,5,6,8,12,2,5,3,6,8,17,0,0,0,"Las Vegas, Nevada, USA",3,Yves Lavigne,0,2,23,13,58,45,0,3,6,UFC 92: The Ultimate 2008
Matt Hamill,"December 27, 2008",3287,W,KO/TKO,5,6,4,5,28,99,8,11,34,107,0,1,2,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,0,2,115,40,141,63,0,1,1,UFC 92: The Ultimate 2008
Reese Andy,"December 27, 2008",3287,L,KO/TKO,3,5,6,13,28,60,0,0,20,54,0,11,14,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,2,73,34,77,38,0,0,0,UFC 92: The Ultimate 2008
Brad Blackburn,"December 27, 2008",3288,W,Decision,10,19,1,1,76,291,2,4,48,254,1,21,23,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,296,79,301,84,0,0,1,UFC 92: The Ultimate 2008
Ryo Chonan,"December 27, 2008",3288,L,Decision,20,23,0,1,62,179,1,1,31,144,0,12,14,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,181,63,183,65,0,0,2,UFC 92: The Ultimate 2008
Pat Barry,"December 27, 2008",3289,W,KO/TKO,1,2,0,0,6,13,0,0,1,6,0,4,5,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,13,6,13,6,0,0,0,UFC 92: The Ultimate 2008
Dan Evensen,"December 27, 2008",3289,L,KO/TKO,0,2,0,0,0,10,0,0,0,8,0,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,10,0,10,0,0,0,1,UFC 92: The Ultimate 2008
Efrain Escudero,"December 13, 2008",3290,W,Decision,4,8,6,9,4,13,17,23,9,22,0,14,15,"Las Vegas, Nevada, USA",5,Steve Mazzagatti,0,3,45,27,104,81,0,7,8,The Ultimate Fighter Finale: Team Nog vs Team Mir
Phillipe Nover,"December 13, 2008",3290,L,Decision,4,9,7,11,11,40,2,4,9,36,0,7,10,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,1,3,55,20,132,95,2,0,1,The Ultimate Fighter Finale: Team Nog vs Team Mir
Ryan Bader,"December 13, 2008",3291,W,KO/TKO,2,2,0,0,12,26,3,4,9,24,1,4,4,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,30,15,30,15,0,0,0,The Ultimate Fighter Finale: Team Nog vs Team Mir
Vinny Magalhaes,"December 13, 2008",3291,L,KO/TKO,3,5,0,0,4,20,0,0,1,14,0,0,1,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,20,4,20,4,0,0,0,The Ultimate Fighter Finale: Team Nog vs Team Mir
Anthony Johnson,"December 13, 2008",3292,W,KO/TKO,9,12,0,0,23,38,12,26,15,39,1,11,13,"Las Vegas, Nevada, USA",2,Mario Yamasaki,0,3,64,35,148,109,0,3,3,The Ultimate Fighter Finale: Team Nog vs Team Mir
Kevin Burns,"December 13, 2008",3292,L,KO/TKO,1,3,0,0,17,45,0,0,7,32,0,9,10,"Las Vegas, Nevada, USA",0,Mario Yamasaki,0,3,45,17,67,39,2,0,0,The Ultimate Fighter Finale: Team Nog vs Team Mir
Wilson Gouveia,"December 13, 2008",3293,W,KO/TKO,0,0,0,0,4,10,14,18,17,26,1,1,2,"Las Vegas, Nevada, USA",1,Josh Rosenthal,0,1,28,18,39,24,0,0,0,The Ultimate Fighter Finale: Team Nog vs Team Mir
